,Rate of exposure to infected,Time of initial seeding of infection,Probability of stay at home,Probability of protective behaviors
0,0.0584388950335299,70.56974246961238,0.9800903457746712,0.4897018569858896
1,0.0560250489105812,105.39411050429544,0.9668938208874492,0.4718877044295794
2,0.0687092586732041,126.50319565562374,0.977323561065258,0.4080895246554697
3,0.0610599987019862,61.90454289896564,0.9780783392939612,0.4767985293562107
4,0.0512354783646868,103.26317002739675,0.9470971819180316,0.4804626280960278
5,0.0577707608062646,99.5689638267209,0.961174772503922,0.4544285976207831
6,0.0536580971246884,66.56919259745266,0.9595235678671012,0.4514969566474403
7,0.0644349224630397,131.67585596840547,0.9718348222430524,0.4697661829334261
8,0.0538744211265861,71.1319748451936,0.9567176070980858,0.4621200877976631
9,0.0576000413053922,83.57892403636208,0.9610911385920222,0.4303130927966531
10,0.057167079826245,92.21052346636674,0.9598777189992096,0.4637115706860314
11,0.0573601538477251,84.34333395414106,0.9531249570768244,0.4172576476542913
12,0.0581624622173974,88.66196399965249,0.9491221749110834,0.4200792179896675
13,0.0570245700163024,84.44998256553308,0.9661223393793242,0.4712995614991894
14,0.0606196819538516,106.574134627027,0.9641037813325484,0.4594546768978266
15,0.0534291778903332,56.61776107892858,0.9629796090293916,0.4731874778572509
16,0.0577561109712069,48.54460425896343,0.9733655487715168,0.4787498751652512
17,0.0543734974485644,45.76177364078372,0.9717588113455669,0.4669654593007303
18,0.0519781407663784,84.44013834612258,0.9475615201714654,0.4786937288737193
19,0.0545437003592686,93.70873757247804,0.9608895636770642,0.4455990984626012
20,0.0540325525943339,69.77807113604248,0.9623288569949304,0.4407676223493085
21,0.0504654483363672,46.43491462076675,0.9548598188268352,0.470021641052552
22,0.0589835318074663,81.23437582842915,0.9638038315489916,0.4454178550985407
23,0.0567873647323817,75.7346125388265,0.949213223662434,0.4209663723776778
24,0.0553213332605161,38.19629431622229,0.947744954302688,0.4196540851079242
25,0.0509514115920553,35.035323720431634,0.9594397634655644,0.4901066656505464
26,0.0524430131599596,41.2914190236371,0.9634137337052268,0.4902272135392851
27,0.0647174763805172,116.2051492350446,0.9736628198425028,0.4495319841069878
28,0.0582219487422531,102.99219607350064,0.973778087569224,0.4909074464133335
29,0.0665894038987796,108.94035893990652,0.9708556636321488,0.41517204467932
30,0.0631065397420876,111.67365598338556,0.9665609744398056,0.4272610500759534
31,0.0535696355413728,63.26417514077536,0.9481773702458418,0.4433462228309732
32,0.0572413555496578,75.84801837333444,0.9635500075189803,0.4138312151092486
33,0.0572267685163788,104.78303398710104,0.9593150845941965,0.4483835291830654
34,0.0486660729379696,77.55363045941439,0.9509899634319636,0.4590593008717668
35,0.0547960184425491,104.30224132281144,0.9567767498530916,0.4381757892344967
36,0.0571300017578417,67.18370451401661,0.9723604107291264,0.4682192204691019
37,0.0568023772259573,66.83196638062167,0.972996511035263,0.4719125673631426
38,0.0534803592917854,34.84879260658185,0.9720383493948216,0.4900240933545935
39,0.0538873985606541,55.836950096515565,0.954299320652438,0.4618965564724572
40,0.0543372508790633,36.46339551180965,0.9608269314848408,0.4672421213478896
41,0.0528054294784565,42.21323324655908,0.9589367374593116,0.4484775477386879
42,0.0533251160504859,39.20408806723958,0.9397836052401498,0.4217005779600478
43,0.0557280255389547,89.15585598366425,0.9671833250533428,0.4752692978843529
44,0.0589124545534815,92.33794841934954,0.9661563035623574,0.4383906494601126
45,0.0543075365610447,82.26931661690233,0.9560810787884176,0.4700720505284183
46,0.0537538007191709,78.73068201896109,0.9610444495532848,0.4811335514685709
47,0.054948070948837,77.51814339599991,0.952751624754642,0.4380505681748096
48,0.0545907505006886,80.8562519410331,0.9599693093553416,0.4442865319053085
49,0.0593287497313698,102.7150485164149,0.9681385665005596,0.4205367642903398
50,0.0511618804390134,82.43205547632738,0.949060134171108,0.4230131087270224
51,0.0543144058596597,56.78527328725792,0.969474453979814,0.4673019229339679
52,0.0661854752108611,107.74389367701768,0.9774842438526938,0.4480398566938812
53,0.0588721459028385,96.90742147080826,0.9522024816651397,0.4179885472606751
54,0.0547232516118956,64.47673920225589,0.964401241993702,0.4658556069564469
55,0.0523532273798082,75.63498509189205,0.9470922709104816,0.4283301137678045
56,0.0644544670937515,90.82957809657724,0.9697134493848092,0.4263698080824981
57,0.0598808474322617,131.64160293215684,0.95984009103401,0.4670478439849955
58,0.060127310595849,122.74763106556384,0.9538406337744384,0.4251718286745529
59,0.055442145283278,92.57551117009416,0.9634243615678216,0.4703681506153069
60,0.0539801182917325,48.54785994074695,0.9562712536975624,0.436129501329019
61,0.0593620397537584,43.021740738777886,0.9741873195644348,0.4674365234124141
62,0.0487601956875553,41.8455502542258,0.9449859674736296,0.4395735648807076
63,0.0530403060211418,84.76100198023246,0.9460839165495608,0.4556671630155243
64,0.0630789505687995,93.05876400041164,0.978882104349793,0.4563108380417862
65,0.0517540752015157,64.44598935078179,0.9622700569429165,0.4779873167724942
66,0.0518332159337683,77.27741863460994,0.9491416495036364,0.4484284850961247
67,0.066117433853399,112.54975985033684,0.972092092663956,0.4465160418521192
68,0.0559683807418025,57.79988354893763,0.9661209155814728,0.445970847309266
69,0.0469802132972835,71.28867148887929,0.9476147571072806,0.4604088301165784
70,0.057061469674806,39.511950245384725,0.9699201008229466,0.486042090309612
71,0.0563725568277141,103.75841980418971,0.9509243028259076,0.4202353233504483
72,0.0539953967659238,47.087016301478386,0.9643141636131642,0.4696570030040825
73,0.0600016595121667,129.8192412392934,0.9685100767541928,0.477818866081347
74,0.0555199621338627,105.46491068342615,0.9627787124794188,0.4750331818146807
75,0.0549337207668156,78.46093874100426,0.9577750715682808,0.4200831662303754
76,0.0503068367545182,79.36312084862467,0.9468354092282776,0.461110615986941
77,0.0543847027161636,68.71606544728958,0.9508237332671172,0.4172056742626402
78,0.0596308772863868,83.66312226864622,0.9623282574471496,0.4302758217275125
79,0.0518767850503063,67.35956686588653,0.9448406276826792,0.4206723103567008
80,0.0537020665235574,63.827138176180384,0.9547584656673274,0.4445623523587871
81,0.0485986398430172,78.0835495311257,0.9487655973418926,0.4592170099475173
82,0.0568142578057162,55.98989369917765,0.9658117772923694,0.4418560535292244
83,0.0497443038922576,36.334462086674144,0.9416515570154116,0.4121220493969246
84,0.0534420866789927,40.13268586057434,0.9587200337608583,0.4874879227932727
85,0.0567635506688078,130.29292010330266,0.954584202690274,0.4477733583252067
86,0.0612878583065917,89.81111375918456,0.9665931947945842,0.430719092223302
87,0.0576475619031571,69.13157285765294,0.9583733320599006,0.4239993690681545
88,0.0648113776835654,112.55231820391634,0.972157607388046,0.4449639585737693
89,0.0559671345370539,65.83780216665119,0.9634216441334816,0.4369241525003373
90,0.0559758010232548,78.8196148399866,0.9725269150251864,0.4818510351193141
91,0.0561111069639259,74.08898806024557,0.9624037625581447,0.4598766905446934
92,0.0564052798678343,33.02053476454953,0.9566946993965328,0.4079743018886757
93,0.0611636095805406,100.59793643581436,0.9791468141704344,0.4804855895203587
94,0.0548337833075703,67.41475846650997,0.9620476956839606,0.4176386026091916
95,0.0596639680807785,89.41826821520183,0.9613155553039262,0.425948373410649
96,0.0504121376849296,46.84992160370646,0.9535180637659636,0.4693394990133827
97,0.0641206140102651,110.3366626494859,0.9723092509610344,0.4600238597085986
98,0.0517723365234186,61.287047416301576,0.95577710107037,0.4718705666634931
99,0.0586476300211531,63.54510299912997,0.9793371521419836,0.4855174142315498
100,0.0593794214111531,88.18890725888156,0.9648023480603176,0.4484180183509911
101,0.0643239176738798,123.64200150099389,0.9640099391406352,0.4249678452935941
102,0.0570690821418331,37.648533190029106,0.9569899466024036,0.4204919732643463
103,0.0585027336444155,68.86599392268745,0.9674665513343396,0.430536990668754
104,0.0462261678716249,32.04969201252451,0.9416201325919864,0.4834892440249864
105,0.0510924379080707,76.16017548413794,0.9466110860289316,0.479248415500077
106,0.0551293226510489,33.64268455266718,0.946738166327309,0.4095490644529336
107,0.051288906997878,71.86676687014858,0.9489933040557296,0.4782972985154022
108,0.0608647739204859,88.06083358517367,0.9675119048841628,0.4295813075865947
109,0.0555970807590724,40.51410772006044,0.968508120688406,0.463953714834088
110,0.0587774543529123,105.69470076755758,0.958189681996789,0.419272390964872
111,0.0581440085425298,33.490423056414976,0.9667042413907564,0.4155213174457361
112,0.0639401916544077,106.85689363619788,0.9675877085597884,0.4356011917645861
113,0.0600045379809557,122.15391385376954,0.9611236839962204,0.4257199777462936
114,0.0601746972073248,50.74240757460384,0.9770566977965374,0.4255332337755986
115,0.0609259674727672,92.67116963843702,0.9643368594946612,0.4131312762365094
116,0.05275795908654,66.57502295928975,0.9630295638843678,0.4769906232323196
117,0.0583177633463908,87.69038849028436,0.9625238688296872,0.4653921342658966
118,0.0522574796624991,80.5555662808778,0.950726766570867,0.4332451088145904
119,0.0608082693897933,105.0851869166257,0.9716710997018986,0.4207595166111579
120,0.0542779333178204,59.98491366041854,0.9651076970006924,0.4612825507101505
121,0.0615288346647076,85.47663433365116,0.970027862247477,0.4486929969595301
122,0.0510221435011671,44.44539911033611,0.940302295338055,0.4090359502513859
123,0.0521102128491101,47.71409797403854,0.9560777339563846,0.4183684306473914
124,0.0548147882510285,102.85116495938406,0.9693038567019368,0.4729581207637263
125,0.0515392687529748,59.47162570419913,0.9535651040242156,0.4645743628228659
126,0.0567481112788445,51.9285949814042,0.9702698665159316,0.456846200033311
127,0.051144358835876,70.54601987764062,0.9536495583371932,0.446978791735437
128,0.051990416891373,50.45564248967041,0.9569438311707584,0.4741789832724645
129,0.0516464235165844,68.72144281228583,0.9470604069341598,0.4392603752832526
130,0.0540748890043157,82.8566806124617,0.9550545708950372,0.448214083474427
131,0.0598332284336307,99.94658091126612,0.9701923794877187,0.4454865544333925
132,0.0549276708286145,93.64562497463234,0.95430737518313,0.4475357867880902
133,0.0554995142606494,73.75286569652218,0.9637026224834148,0.4507841769467489
134,0.0589877103178832,88.5493822119686,0.9621892899532648,0.4535055079111239
135,0.0502265266470817,104.11037883994638,0.9475196105701996,0.4797580066245631
136,0.05642021650453,106.66339518462492,0.9415281154522224,0.4079773163162574
137,0.051160224138245,36.29487775930226,0.9437720529243834,0.4230662281702036
138,0.0553915670256394,99.75726178024075,0.9462534282805544,0.4335645150717699
139,0.0549110004138822,101.21268337932072,0.9403668067043572,0.4085677379933738
140,0.0593099777556729,95.60802216942167,0.9641263525307237,0.4672149525091795
141,0.0575000346503097,52.885578477423024,0.9750918027840008,0.4554364989758269
142,0.0502269947833647,80.4541258153699,0.9511121915313542,0.4451199217597091
143,0.0584614712539572,39.236370858546685,0.9700615319683552,0.4433784472061313
144,0.0533228837413989,38.73257352234399,0.9427186842361444,0.4202376555516851
145,0.0572642530519614,87.69895403626846,0.95499848317997,0.4554481743142698
146,0.0530039175425471,74.58244562801889,0.95411458504625,0.4484422309662156
147,0.056936378119611,125.9923482097586,0.956589878919322,0.4236113298752572
148,0.0599789108460379,129.68596867534768,0.9682176271223272,0.469791810976996
149,0.0688518857119634,131.6803950386376,0.9771677606209096,0.407633871258695
