"","target_end_date","target_type","model","mad","bias","dss","crps","log_score","ae_median","se_mean"
"1","2020-04-03","hosps","Unspecified model",13.1773886010056,-0.26,5.32484167023731,3.7373174655567,3.63047208516303,4.64970349241659,21.0071574588014
"2","2020-04-03","deaths","Unspecified model",3.93326545938524,-0.864,4.88098178714749,3.85230825260465,3.45189254156973,5.76347842253666,34.904181660166
"3","2020-04-04","hosps","Unspecified model",14.3410959376956,1,16.2308243969682,36.8755738346313,11.9274133796587,43.9695404648913,1977.86443346176
"4","2020-04-04","deaths","Unspecified model",3.65177040868095,-0.284,2.79171129041266,1.05208223202801,2.32545275813718,1.45866232529459,1.90787844304313
"5","2020-04-05","hosps","Unspecified model",12.4976205787319,-0.412,5.45788244868082,4.77023563674909,3.73460627303158,7.66101032339905,52.965286163847
"6","2020-04-05","deaths","Unspecified model",4.00655940849798,-0.476,3.27264327572888,1.68455259146429,2.64362036938882,2.70906617534963,7.16526879991533
"7","2020-04-06","hosps","Unspecified model",13.9586537456765,-0.876,7.74259219323332,14.499592151832,4.5885705054965,22.1812282983525,470.515801124844
"8","2020-04-06","deaths","Unspecified model",4.11924064745868,0.54,3.33067666388702,1.71321250295189,2.5026165693678,2.82615446541984,8.85586365919412
"9","2020-04-07","hosps","Unspecified model",13.2496042406081,0.76,6.27358343904837,8.3709867329819,4.02634854901271,13.6045411593661,193.255143849802
"10","2020-04-07","deaths","Unspecified model",4.0764829939859,0.516,3.26974954627561,1.71407686243498,2.57707223879931,2.84672806610164,8.20610699339732
"11","2020-04-08","hosps","Unspecified model",13.0911425930125,-0.996,14.008985602147,32.8210633470668,7.55111454223955,40.952770978093,1641.61990615216
"12","2020-04-08","deaths","Unspecified model",4.06891062680468,-0.92,5.6811247354641,4.73417553005103,3.6842785139383,6.84791359556264,47.1787701723911
"13","2020-04-09","hosps","Unspecified model",13.1567628548262,-0.992,12.1281473441307,26.6909043610458,6.69526119698483,33.7604552706602,1152.46704516064
"14","2020-04-09","deaths","Unspecified model",3.8693889325954,0.876,5.07762163627937,4.07833917588921,3.41289989995474,6.27359359778618,37.5299991184259
"15","2020-04-10","hosps","Unspecified model",12.2515398299691,1,15.8989719927912,35.6957583596794,8.21491597530917,43.6228416418041,1854.69065522498
"16","2020-04-10","deaths","Unspecified model",3.88655888768858,0.148,2.76525872716645,0.94275647435147,2.29871601669009,0.4990830908568,0.347299767887528
"17","2020-04-11","hosps","Unspecified model",14.0145584794303,-0.736,6.50123992071997,9.41825509731002,4.16037772793435,15.2354049920762,241.674075793393
"18","2020-04-11","deaths","Unspecified model",4.2216984600561,0.212,2.88086878661966,1.06414842092639,2.46347943922551,0.993897045078896,0.548797926438789
"19","2020-04-12","hosps","Unspecified model",13.5097809030415,0.972,9.41752620419627,19.554307563957,5.33278742241021,27.3212458364028,717.887648483928
"20","2020-04-12","deaths","Unspecified model",3.83502377358595,0.344,2.92156051238022,1.1608771956134,2.3879630148519,1.48851384552393,1.97775106705515
"21","2020-04-13","hosps","Unspecified model",13.187814905086,-0.916,8.4061184318561,16.8567537960654,5.01070740685152,23.6926531773774,585.677629833082
"22","2020-04-13","deaths","Unspecified model",4.00405665273692,0.404,3.06731186812175,1.42097142848141,2.46180744080365,2.18152267648904,4.92910560563781
"23","2020-04-14","hosps","Unspecified model",13.4057005802639,-0.996,12.7561279327087,29.7730539570785,7.11724844492231,36.768999484654,1400.24817833869
"24","2020-04-14","deaths","Unspecified model",4.32023713336949,0.484,3.39396712389994,1.78159453171978,2.65392420265597,3.08688803398618,8.79631169419949
"25","2020-04-15","hosps","Unspecified model",12.7946932389382,0.744,6.35764578675643,8.76858269309739,4.06957164866696,14.2095157732169,206.739416828479
"26","2020-04-15","deaths","Unspecified model",3.91158543325257,0.748,4.28192574293757,3.22866216618205,3.11282843560336,5.36899590969092,25.0440460268078
"27","2020-04-16","hosps","Unspecified model",12.4090976651145,-0.592,5.86315890270499,6.34528957007592,3.82064712224157,10.9404754622697,119.740913455222
"28","2020-04-16","deaths","Unspecified model",3.70821900479458,0.828,4.92326505655321,3.84425544375091,3.38101712684584,5.76161842778369,33.3924289030981
"29","2020-04-17","hosps","Unspecified model",12.9669232981491,1,39.2125886421759,69.0833147287856,41.0812637749744,76.0180084899306,5845.22033158608
"30","2020-04-17","deaths","Unspecified model",4.32771918598126,-0.856,4.99069265650702,4.03806724078952,3.40992482279772,6.17199435137288,37.7479660197462
"31","2020-04-18","hosps","Unspecified model",13.2594046342149,1,31.3146251118757,61.6018424114631,19.5006838754485,68.8213849956552,4786.14799810872
"32","2020-04-18","deaths","Unspecified model",4.00704113954569,-0.316,2.97311044672377,1.23128085826166,2.51598744798561,1.8678164563986,2.39276183171355
"33","2020-04-19","hosps","Unspecified model",13.8298752476949,-1,28.8228422060251,56.9388329640341,26.9928135608709,64.2932951610478,4145.12045899299
"34","2020-04-19","deaths","Unspecified model",4.36490501805585,0.532,3.4183555607047,1.82754472807881,2.61775765477475,2.99156886810084,9.41174066779122
"35","2020-04-20","hosps","Unspecified model",14.33448968141,-0.036,5.207614147554,3.27756234872032,3.62467443699602,0.683252753714697,0.0150136057483496
"36","2020-04-20","deaths","Unspecified model",3.94129012968769,-0.308,3.03751961012686,1.19904266961402,2.39949050275003,1.47753460017314,2.71155786805725
"37","2020-04-21","hosps","Unspecified model",13.1141833714223,-0.28,5.29915918432829,3.63892104329723,3.60873424864677,4.4763149593757,16.2020814032243
"38","2020-04-21","deaths","Unspecified model",4.32460949421962,0.596,3.53004084904893,1.99038040380728,2.62913733399133,3.06163228032099,11.8236708089597
"39","2020-04-22","hosps","Unspecified model",14.214296824961,-1,35.9147929267872,65.5751264046025,48.8934316696822,73.3748357682334,5338.03212791754
"40","2020-04-22","deaths","Unspecified model",4.18027108857554,-0.748,4.23371721450511,3.07353624988822,3.09849114583345,4.9954114788079,23.9488269527994
"41","2020-04-23","hosps","Unspecified model",13.9018483010704,1,51.6796852420678,81.8501399118479,93.4018444773685,88.8820199170675,7962.79720740277
"42","2020-04-23","deaths","Unspecified model",3.64016871990177,0.748,3.97269313824698,2.72657652402988,2.98753936349252,4.37592113567742,19.3092065145122
"43","2020-04-24","hosps","Unspecified model",13.6416831988965,0.912,7.58203550021817,13.9298476620662,4.72098663717713,20.4801060810247,429.72916557958
"44","2020-04-24","deaths","Unspecified model",3.78806113296567,-1,13.6421683459428,10.8856098790029,8.1102567857343,13.1191331654435,172.164501210967
"45","2020-04-25","hosps","Unspecified model",12.3211166531144,1,26.5779996143273,53.2970533093459,9.85379098824056,60.6493335434168,3673.21578636781
"46","2020-04-25","deaths","Unspecified model",3.68548254896532,0.68,3.68770037749832,2.3404375864728,2.87771384026648,3.91888815967205,14.6003977137067
"47","2020-04-26","hosps","Unspecified model",12.7752721097507,-0.996,14.9567542872029,34.7384246887213,7.97690230340996,42.4154049468908,1788.07550808697
"48","2020-04-26","deaths","Unspecified model",3.79820640098641,-0.984,7.92566567221242,6.764934239753,4.72951824535339,8.78315200606671,79.8822559793034
"49","2020-04-27","hosps","Unspecified model",12.7843192714952,0.58,5.87559643672425,6.72212415849215,3.91813608328618,11.7637732607971,122.397118490188
"50","2020-04-27","deaths","Unspecified model",3.99017282292809,0.924,6.02971001276662,5.19510786872093,3.94428478493536,7.25538817777951,54.0658789614356
"51","2020-04-28","hosps","Unspecified model",13.1841799281459,-1,68.3029666819716,100.000345829141,118.569512935496,108.344685631625,11586.524846989
"52","2020-04-28","deaths","Unspecified model",3.9612080868342,-1,13.0899852406916,10.6384224995933,8.58440285188528,12.8449324803783,166.811120621307
"53","2020-04-29","hosps","Unspecified model",14.5427529493798,0.896,7.59936870785452,13.9172783756422,4.71767962828461,20.2309857503873,428.011843767931
"54","2020-04-29","deaths","Unspecified model",3.93125494044435,-0.124,2.82520182175043,0.969070362612684,2.35741619119649,0.617598095824533,0.34526617728534
"55","2020-04-30","hosps","Unspecified model",13.3761478738971,1,24.5812927948907,53.6220781441473,18.4686129775205,61.9382958483227,3780.88859811568
"56","2020-04-30","deaths","Unspecified model",3.8794025215818,0.644,3.60667063542305,2.13875867388426,2.69076180087296,3.64393920900658,13.2874685316109
"57","2020-05-01","hosps","Unspecified model",12.9093958010416,-1,16.0913098961442,37.5944436073614,8.46238876400609,44.8306015794923,2053.46688554927
"58","2020-05-01","deaths","Unspecified model",3.95785841695872,0.768,4.28510742766096,3.12167465314061,2.97540973527285,5.13753792823846,24.3098509621185
"59","2020-05-02","hosps","Unspecified model",13.8891008601667,1,23.9894079023668,50.600597488358,28.5626441691123,58.3785077017508,3386.94300846016
"60","2020-05-02","deaths","Unspecified model",3.86119653516808,-0.8,4.45698456476651,3.37519281786152,3.30167391361018,5.34742753525563,27.0763742020578
"61","2020-05-03","hosps","Unspecified model",14.0285330865288,-1,18.4808799635808,41.4579051451828,13.4315962439827,48.2128061194491,2409.46679069086
"62","2020-05-03","deaths","Unspecified model",4.04159045293355,-0.284,2.9290707618732,1.19162361534777,2.44761643296944,1.5093095021587,2.30785638167662
"63","2020-05-04","hosps","Unspecified model",13.1304489026858,-0.976,10.4075746779089,22.9064951158222,6.13902422470315,30.3150740091414,916.066771414881
"64","2020-05-04","deaths","Unspecified model",4.45387945793235,-0.74,4.19534512053811,2.93508601117291,2.8981367868717,4.76403178500679,23.415096447134
"65","2020-05-05","hosps","Unspecified model",13.3779136228017,1,18.6821630345184,42.2437402601052,10.1405658296133,49.1646289629429,2492.91185690894
"66","2020-05-05","deaths","Unspecified model",3.64717848795084,-1,16.8078632940477,12.7182407234721,8.64991987080052,14.9701091204216,223.790528676126
"67","2020-05-06","hosps","Unspecified model",12.7953136999989,-1,60.9763009345627,91.8968953682568,161.130691548449,98.7263768059321,9883.98673797739
"68","2020-05-06","deaths","Unspecified model",3.94224857669039,-0.228,2.92135873928302,1.07840592962013,2.33128796077908,1.19118862527928,1.90287557516705
"69","2020-05-07","hosps","Unspecified model",12.8048608679888,-1,49.8469852410949,81.2207982419296,81.4034647263701,88.302058929458,7863.71532588442
"70","2020-05-07","deaths","Unspecified model",3.96771483026259,-0.94,6.10548696203758,5.15641999281774,4.09772465626693,7.40175357623183,51.3564984974135
"71","2020-05-08","hosps","Unspecified model",12.9832112957527,0.408,5.36770200639274,4.29256637663795,3.6252716216074,6.34937392841898,39.7143839084355
"72","2020-05-08","deaths","Unspecified model",3.85519447968967,-0.532,3.27930137584407,1.76552733091104,2.70410743966412,2.82157520403365,7.62629388644846
"73","2020-05-09","hosps","Unspecified model",13.8051102494608,1,26.8934088527664,56.794247951976,17.0189955314804,65.3279176977791,4176.02079697863
"74","2020-05-09","deaths","Unspecified model",3.94919287655749,-1,13.1233835937405,10.1426305917314,6.98770733905119,12.1451192115418,150.991795123123
"75","2020-05-10","hosps","Unspecified model",12.1840772298466,0.672,6.15203379647332,8.17565949239927,4.19065155888101,13.0232891362399,172.451820685964
"76","2020-05-10","deaths","Unspecified model",4.11791431570625,0.396,3.08060383387479,1.42917456623534,2.55646337280446,2.27746661928953,4.63937324925285
"77","2020-05-11","hosps","Unspecified model",13.9674478735938,-1,184.010251775227,173.555514207354,552.579255826474,182.042513368448,32825.8374836411
"78","2020-05-11","deaths","Unspecified model",3.72847694050418,0.272,2.83817515368209,1.08534078793086,2.32905213545138,1.38430666084361,2.17618553183528
"79","2020-05-12","hosps","Unspecified model",12.4410019312881,0.972,9.15303765523848,18.6612277552098,5.31135247583051,25.6846362254213,661.169249202405
"80","2020-05-12","deaths","Unspecified model",4.0421562596997,-0.948,6.17295374064475,5.14891544999123,4.02436790885502,7.21208066076141,52.2964268248017
"81","2020-05-13","hosps","Unspecified model",13.606722021002,0.808,6.82191291045349,11.1247072205972,4.36378988335114,17.4175452507713,301.070146315097
"82","2020-05-13","deaths","Unspecified model",3.66569780085033,-0.928,5.97329026788616,4.9217991785976,3.9625144638546,6.7870105330542,48.1936862178763
"83","2020-05-14","hosps","Unspecified model",13.4981414734927,-0.736,6.40660618972755,8.93098064607503,4.09245740506492,14.2644643472301,219.518856180359
"84","2020-05-14","deaths","Unspecified model",3.94737322763874,-0.928,6.35191507849117,5.4853553493634,3.94108984397024,7.69527306010546,58.8844929097834
"85","2020-05-15","hosps","Unspecified model",13.1366091375216,0.92,8.23297446093237,16.2743051157555,4.92374875207514,23.3339499688474,556.257902609417
"86","2020-05-15","deaths","Unspecified model",3.76059251013336,-0.992,11.6124549889225,9.81465409582851,6.32774505367483,11.9296945016966,146.041620211434
"87","2020-05-16","hosps","Unspecified model",13.1723176128074,1,36.2873219511926,65.9589428025746,34.7568866355465,73.756342727658,5386.1550773902
"88","2020-05-16","deaths","Unspecified model",3.97949028399046,0.964,7.04890538671038,5.98026702194919,4.16595601178885,8.27141949178427,66.6818190995965
"89","2020-05-17","hosps","Unspecified model",12.2114926375392,-0.66,6.09399714905731,7.67945132420822,4.00871984540976,12.3863518958482,162.821195090359
"90","2020-05-17","deaths","Unspecified model",3.67434674618258,-0.848,4.86397542123009,3.84570538339611,3.47323069175878,5.67371914133939,33.0951652372495
"91","2020-05-18","hosps","Unspecified model",13.32830441754,-0.984,10.8382273452153,23.3249342023893,6.01983660056796,30.5661936055637,927.257187529601
"92","2020-05-18","deaths","Unspecified model",3.74244269843227,0.412,2.97550094851402,1.26558601195359,2.421334422001,1.87012962787772,3.32731687469656
"93","2020-05-19","hosps","Unspecified model",13.34834167766,0.86,7.41393358874969,13.2775678683873,4.50818808775414,20.3705122988583,403.515827281938
"94","2020-05-19","deaths","Unspecified model",4.11032605069274,0.936,5.93534736899505,4.98665314334753,3.82096181245709,7.16591149618284,50.9429105897063
"95","2020-05-20","hosps","Unspecified model",13.4628354406888,0.128,5.22057915051092,3.32370988337222,3.56852116186058,2.47240614869214,9.04498488931968
"96","2020-05-20","deaths","Unspecified model",4.1120307708189,0.688,3.94943137956863,2.64683057949322,2.89425071441806,4.30589897979627,18.9257932927542
"97","2020-05-21","hosps","Unspecified model",12.299232870575,0.996,13.0856038514185,30.8580456573242,6.88475614135243,37.9121114803399,1477.83352915486
"98","2020-05-21","deaths","Unspecified model",4.01496504829665,-0.176,2.8911351674698,1.03228828257139,2.40727582364935,0.839132059707957,0.738754225078942
"99","2020-05-22","hosps","Unspecified model",13.0605767087091,-0.64,6.10195544585687,7.48835172761955,3.96080147151866,13.1678374137424,160.786233309886
"100","2020-05-22","deaths","Unspecified model",4.24500096003647,-0.648,3.69025683407437,2.25374801566718,2.69830369405709,3.81357516523563,14.5944870829051
"101","2020-05-23","hosps","Unspecified model",14.3309388139206,0.996,17.3781698916177,39.8750108416377,8.4813207289597,47.6724034311155,2255.47379687951
"102","2020-05-23","deaths","Unspecified model",3.9069278103458,0.38,2.98951709057718,1.27706541850951,2.44690308583974,1.99035329301926,3.76024594577925
"103","2020-05-24","hosps","Unspecified model",13.7585979759434,-0.992,12.7937644314766,29.4955025074804,6.92933470223864,37.2709200721626,1377.31883153337
"104","2020-05-24","deaths","Unspecified model",4.07641792647876,0.648,3.63094525065226,2.26524896741422,2.80584430862913,3.81005241450421,13.7882837937636
"105","2020-05-25","hosps","Unspecified model",13.8845170390906,-0.944,8.8872236030552,19.2227018328123,5.25448623227185,27.0037521456993,715.817327697027
"106","2020-05-25","deaths","Unspecified model",3.83541610449336,0.916,6.12072094177968,5.16543170472056,3.90376660670885,7.15522324317381,53.7959140560391
"107","2020-05-26","hosps","Unspecified model",13.523903310251,-1,21.3604081588491,46.8216277071828,15.6059772169299,54.7097376170015,2965.77368278324
"108","2020-05-26","deaths","Unspecified model",4.2064255482927,0.884,5.43662853321399,4.47341753826425,3.49867499569685,6.73294393524843,43.964862578391
"109","2020-05-27","hosps","Unspecified model",13.6896211930544,0.78,6.56438591415232,9.91699396018442,4.26088355531633,15.9144035798762,246.070574289699
"110","2020-05-27","deaths","Unspecified model",3.75779003757342,0.54,3.3265018196056,1.8195224247349,2.70635623111504,3.02023901745865,8.84650442597136
"111","2020-05-28","hosps","Unspecified model",12.346748463617,1,23.6723929995228,47.7774590633839,20.0532449545454,54.3979473393808,3022.52331873128
"112","2020-05-28","deaths","Unspecified model",4.18133761709338,0.864,5.29721772466508,4.48866046167079,3.55182630135626,6.6530801716994,43.3989484641031
"113","2020-05-29","hosps","Unspecified model",13.3181636909849,0.632,5.98836620711094,7.12638203268867,3.92006045554226,11.9510427295674,141.960650166487
"114","2020-05-29","deaths","Unspecified model",3.6457483050379,0.956,7.00119418980241,5.7998318722272,4.28122439565578,7.74154959389959,61.53508596286
"115","2020-05-30","hosps","Unspecified model",14.4372122004202,-0.192,5.3489907540818,3.66467343244005,3.65853886168326,3.67674502481418,12.1744042858452
"116","2020-05-30","deaths","Unspecified model",4.04741080123874,0.88,5.14257167027527,4.22320189598065,3.42401686551137,6.39596524279404,40.4074908835019
"117","2020-05-31","hosps","Unspecified model",13.6796717111037,0.808,6.93985768758865,11.4785550699679,4.3619180227589,18.301074207067,331.209691135728
"118","2020-05-31","deaths","Unspecified model",4.1446414828468,0.736,4.0907269005775,2.84643185170515,3.00172012164177,4.5063601741091,21.3395532043262
"119","2020-06-01","hosps","Unspecified model",12.8172690384997,-0.836,7.06903522402776,11.9131234256784,4.46844332510392,18.3210424601921,332.921188895653
"120","2020-06-01","deaths","Unspecified model",3.85435919366484,0.76,4.11372201974442,2.89606825653266,2.94871794113351,4.89226159906877,21.65778348451
"121","2020-06-02","hosps","Unspecified model",11.7908723465362,-0.968,9.92225474360785,21.5353657311818,5.99515057368451,28.3947942437064,821.811820928405
"122","2020-06-02","deaths","Unspecified model",4.1908321134534,0.036,2.78183835347501,0.984521065037161,2.42117579165001,0.144709060068593,0.0354988071109721
"123","2020-06-03","hosps","Unspecified model",12.981838114461,-0.86,7.40920548597804,13.5337019903262,4.71031364980257,19.9049657212468,409.031451624913
"124","2020-06-03","deaths","Unspecified model",4.22456776920503,0.756,4.15707646483606,2.83561091830092,2.85412342039342,4.63264824750271,22.5076531557587
"125","2020-06-04","hosps","Unspecified model",13.5542999872219,1,20.4258367992486,45.8277323945716,8.88348969497361,53.4104958252242,2864.01363713241
"126","2020-06-04","deaths","Unspecified model",4.1229868858298,0.976,7.5419413088323,6.58753603010936,4.53101661884847,8.73978848799826,78.3863856308252
